0.000000000000000000e+00,-4.000000000000000000e+00,2.581216404063785830e-01,9.661124255250628234e-01
5.000000000000000278e-02,-4.000000000000000000e+00,-1.332546992485710013e-01,9.910818256471929377e-01
1.000000000000000056e-01,-4.000000000000000000e+00,1.020355043496266358e-02,9.999479424242649905e-01
1.499999999999999944e-01,-4.000000000000000000e+00,-2.043838002211632310e-01,9.788908326300514995e-01
2.000000000000000111e-01,-4.000000000000000000e+00,-4.472135954968912142e-01,8.944271910014491844e-01
2.500000000000000000e-01,-4.000000000000000000e+00,-2.728241002766444989e-01,9.620639325472291059e-01
2.999999999999999889e-01,-4.000000000000000000e+00,-7.581851963088942492e-01,6.520392688312900420e-01
3.499999999999999778e-01,-4.000000000000000000e+00,-9.990138064664054740e-01,-4.440061361628998976e-02
4.000000000000000222e-01,-4.000000000000000000e+00,-4.338156187701904809e-01,-9.010016697604043001e-01
4.500000000000000111e-01,-4.000000000000000000e+00,-4.819187497713987578e-01,-8.762159086770634486e-01
5.000000000000000000e-01,-4.000000000000000000e+00,-7.124704999007926143e-02,-9.974586998305798868e-01
5.500000000000000444e-01,-4.000000000000000000e+00,4.700680326035917844e-02,-9.988945692350328365e-01
5.999999999999999778e-01,-4.000000000000000000e+00,5.846189865491578930e-01,-8.113079813278282204e-01
6.500000000000000222e-01,-4.000000000000000000e+00,8.755776840228303159e-01,-4.830773429185193368e-01
6.999999999999999556e-01,-4.000000000000000000e+00,9.542751753962769312e-01,2.989295730141219298e-01
7.500000000000000000e-01,-4.000000000000000000e+00,9.486832980505138790e-01,3.162277660168378302e-01
8.000000000000000444e-01,-4.000000000000000000e+00,9.262954009543056255e-01,3.767981292030281315e-01
8.499999999999999778e-01,-4.000000000000000000e+00,6.726727939963127456e-01,7.399400733959433651e-01
9.000000000000000222e-01,-4.000000000000000000e+00,3.793532811332102628e-01,9.252519052093152174e-01
9.499999999999999556e-01,-4.000000000000000000e+00,3.479438502585870396e-01,9.375153743097923709e-01
1.000000000000000000e+00,-4.000000000000000000e+00,1.726266455492401486e-01,9.849873305004571700e-01
1.050000000000000044e+00,-4.000000000000000000e+00,1.709168644315375574e-01,9.852854537913828814e-01
1.100000000000000089e+00,-4.000000000000000000e+00,-5.144957554266361699e-01,8.574929257130784466e-01
1.149999999999999911e+00,-4.000000000000000000e+00,-5.299989400038945808e-01,8.479983040046413789e-01
1.199999999999999956e+00,-4.000000000000000000e+00,-2.676438637860941716e-01,9.635179096299407719e-01
1.250000000000000000e+00,-4.000000000000000000e+00,-2.052148443009462198e-01,9.787169497247598660e-01
1.300000000000000044e+00,-4.000000000000000000e+00,-9.518605578554887314e-01,3.065313660933211004e-01
1.350000000000000089e+00,-4.000000000000000000e+00,-9.813926548601781263e-01,1.920116063848516241e-01
1.399999999999999911e+00,-4.000000000000000000e+00,-6.702862579690243017e-01,-7.421026427509085366e-01
1.449999999999999956e+00,-4.000000000000000000e+00,-2.684582377845698420e-01,-9.632913238297142744e-01
1.500000000000000000e+00,-4.000000000000000000e+00,1.470330721842658672e-01,-9.891315765276408323e-01
1.550000000000000044e+00,-4.000000000000000000e+00,-4.411188500708632110e-01,-8.974486949749045372e-01
1.600000000000000089e+00,-4.000000000000000000e+00,6.246950475593227026e-01,-7.808688094391114110e-01
1.649999999999999911e+00,-4.000000000000000000e+00,9.079593844992243090e-01,-4.190581774644063229e-01
1.699999999999999956e+00,-4.000000000000000000e+00,9.999111229611719054e-01,-1.333214830881598520e-02
1.750000000000000000e+00,-4.000000000000000000e+00,8.510360128002942837e-01,5.251073270456025899e-01
1.800000000000000044e+00,-4.000000000000000000e+00,5.881716976750465120e-01,8.087360843031884405e-01
1.850000000000000089e+00,-4.000000000000000000e+00,5.620199389549440649e-01,8.271236837481326098e-01
1.899999999999999911e+00,-4.000000000000000000e+00,4.746894493776094293e-01,8.801533540523388544e-01
1.949999999999999956e+00,-4.000000000000000000e+00,3.188115506257055420e-01,9.478181234749802897e-01
2.000000000000000000e+00,-4.000000000000000000e+00,-9.709996428278652725e-02,9.952746339258735642e-01
0.000000000000000000e+00,-3.799999999999999822e+00,2.945907094793278058e-01,9.556235210000151303e-01
5.000000000000000278e-02,-3.799999999999999822e+00,1.538279504164271998e-02,9.998816778082828538e-01
