0.000000000000000000e+00,-5.000000000000000000e+00,-4.407477507071048267e-02,9.990282349375648741e-01
5.000000000000000278e-02,-5.000000000000000000e+00,4.538021760697213969e-01,8.911024548245760624e-01
1.000000000000000056e-01,-5.000000000000000000e+00,4.648338989899201690e-01,8.853979028379436178e-01
1.499999999999999944e-01,-5.000000000000000000e+00,6.189966630158736383e-01,7.853936154408265313e-01
2.000000000000000111e-01,-5.000000000000000000e+00,5.417013337270076834e-01,8.405710350936326236e-01
2.500000000000000000e-01,-5.000000000000000000e+00,1.598880872831248134e-01,9.871351475582985646e-01
2.999999999999999889e-01,-5.000000000000000000e+00,3.783697414772850265e-01,9.256545461101634009e-01
3.499999999999999778e-01,-5.000000000000000000e+00,4.274837578512143965e-01,9.040230288955055649e-01
4.000000000000000222e-01,-5.000000000000000000e+00,5.199469468961692709e-01,8.541985556141804548e-01
4.500000000000000111e-01,-5.000000000000000000e+00,4.407906057848561265e-01,8.976099608693185461e-01
5.000000000000000000e-01,-5.000000000000000000e+00,2.757615767371731641e-01,9.612260674760271240e-01
5.500000000000000444e-01,-5.000000000000000000e+00,3.143410945196464246e-01,9.493101054429952113e-01
5.999999999999999778e-01,-5.000000000000000000e+00,1.259725370453972093e-01,9.920337292201036883e-01
6.500000000000000222e-01,-5.000000000000000000e+00,-2.664535259096700493e-16,1.000000000000000000e+00
6.999999999999999556e-01,-5.000000000000000000e+00,4.221585268375797201e-02,9.991085135170169051e-01
7.500000000000000000e-01,-5.000000000000000000e+00,-4.600387387431274788e-02,9.989412613304931021e-01
8.000000000000000444e-01,-5.000000000000000000e+00,-7.265515457077989514e-02,9.973571218547025996e-01
8.499999999999999778e-01,-5.000000000000000000e+00,-7.362513993771101217e-02,9.972859864498009319e-01
9.000000000000000222e-01,-5.000000000000000000e+00,4.023584739905095020e-02,9.991902104124521511e-01
9.499999999999999556e-01,-5.000000000000000000e+00,-1.707867235346623991e-01,9.853080203998619835e-01
